run,solver,cost,time_sec
1,Baseline B (sync),33464.2235,22.86
1,AIPSA-GM (async),29257.5969,23.43
2,Baseline B (sync),33377.391,24.24
2,AIPSA-GM (async),29483.8461,22.56
3,Baseline B (sync),33734.1779,24.93
3,AIPSA-GM (async),29331.7858,24.73
4,Baseline B (sync),33595.9645,25.32
4,AIPSA-GM (async),29628.7964,23.72
5,Baseline B (sync),34498.0877,26.99
5,AIPSA-GM (async),29343.627,23.28
